"","pro","eff","dose"
"458",0.133836049076046,0.0202020202020202,1
"459",0.122840396452904,0.0101010101010101,1
"460",0.159974018086028,0.0101010101010101,1
"461",0.13729524227299,0.0101010101010101,1
"462",0.0745137448037597,0.0404040404040404,1
"463",0.099442706576421,0.0505050505050505,1
"464",0.133000309435875,0.0202020202020202,1
"465",0.100853396332429,0.0101010101010101,1
"466",0.106629341422825,0.111111111111111,1
"467",0.0933197974759079,0.0101010101010101,1
"468",0.107224194540416,0.151515151515152,1
"469",0.133186710255991,0.0404040404040404,1
"470",0.166220916789604,0.0404040404040404,1
"471",0.115915189618551,0.0606060606060606,1
"472",0.112408426278871,0.0707070707070707,1
"473",0.117657143449808,0.0606060606060606,1
"474",0.146471401495298,0.0404040404040404,1
"475",0.105141854108574,0.0101010101010101,1
"476",0.104786238819722,0.0101010101010101,1
"477",0.145933039104809,0.0909090909090909,1
"478",0.161084626187177,0.111111111111111,1
"479",0.143207750620893,0.0404040404040404,1
"480",0.12799383653948,0.0505050505050505,1
"481",0.0967653883859133,0.101010101010101,1
"482",0.1406120078054,0.0808080808080808,1
"483",0.114312841721373,0.0707070707070707,1
"484",0.124739236210024,0.0303030303030303,1
"485",0.115884565888371,0.0101010101010101,1
"486",0.108539177136005,0.121212121212121,1
"487",0.106307716084355,0.0101010101010101,1
"488",0.109398750739097,0.0202020202020202,1
"489",0.122213169724005,0.0202020202020202,1
"490",0.128257251088849,0.0404040404040404,1
"491",0.119755532400564,0.0606060606060606,1
"492",0.106954254248027,0.0404040404040404,1
"493",0.111338989646539,0.0808080808080808,1
"494",0.114670138748638,0.0303030303030303,1
"495",0.124139842142764,0.0101010101010101,1
"496",0.12191648687894,0.0101010101010101,1
"497",0.094055737388892,0.242424242424242,1
"498",0.140352027753515,0.0303030303030303,1
"499",0.0901130970576357,0.0404040404040404,1
"500",0.111500495477435,0.252525252525253,1
"501",0.138310934853954,0.0303030303030303,1
"502",0.115610277851241,0.0101010101010101,1
"503",0.104860726670901,0.171717171717172,1
"504",0.132039789699036,0.0303030303030303,1
"505",0.110824717363747,0.0101010101010101,1
"506",0.101489147784438,0.0303030303030303,1
"507",0.136369736771777,0.0202020202020202,1
"508",0.123757436539473,0.0505050505050505,1
"509",0.111684738173038,0.111111111111111,1
"510",0.115357696094322,0.0101010101010101,1
"511",0.0751253239556362,0.333333333333333,1
"512",0.129487548396419,0.0202020202020202,1
"513",0.138549178533957,0.0202020202020202,1
"514",0.119130088353755,0.0505050505050505,1
"515",0.114002758356098,0.0202020202020202,1
"516",0.0952173738342458,0.0404040404040404,1
"517",0.10482988992918,0.0101010101010101,1
"518",0.0861675526258659,0.0808080808080808,1
"519",0.129916926581481,0.191919191919192,1
"520",0.111185352544756,0.0404040404040404,1
"521",0.127587980623135,0.0101010101010101,1
"522",0.118173117890342,0.0101010101010101,1
"523",0.130050021227761,0.0808080808080808,1
"524",0.132830621642118,0.191919191919192,1
"525",0.153561301632993,0.191919191919192,1
"526",0.0975412807374084,0.111111111111111,1
"527",0.135497914488936,0.0909090909090909,1
"528",0.13779695573496,0.0404040404040404,1
"529",0.121702784669143,0.0202020202020202,1
"530",0.122360835364819,0.191919191919192,1
"531",0.0969669816961852,0.0606060606060606,1
"532",0.108264066205651,0.191919191919192,1
"533",0.136337780869059,0.0101010101010101,1
"534",0.150211039003148,0.0101010101010101,1
"535",0.159548562862667,0.0101010101010101,1
"536",0.0905974962743447,0.0808080808080808,1
"537",0.143224967532328,0.0101010101010101,1
"538",0.124855233669293,0.0808080808080808,1
"539",0.0985683427407942,0.0101010101010101,1
"540",0.0913790719357813,0.0404040404040404,1
"541",0.124211313393514,0.111111111111111,1
"542",0.118772031072315,0.0404040404040404,1
"543",0.120113884745779,0.202020202020202,1
"544",0.10135089688531,0.0101010101010101,1
"545",0.0775124640817692,0.0404040404040404,1
"546",0.125851920755935,0.0404040404040404,1
"547",0.131192593915989,0.0101010101010101,1
"548",0.115908695978476,0.0707070707070707,1
"549",0.174323866870854,0.0101010101010101,1
"550",0.102229928638376,0.0404040404040404,1
"551",0.136443671925715,0.0202020202020202,1
"552",0.120197564719451,0.161616161616162,1
"553",0.110676043224871,0.0808080808080808,1
"554",0.111921205232795,0.0101010101010101,1
"555",0.113025699572619,0.0404040404040404,1
"556",0.113401094138707,0.0101010101010101,1
"557",0.138817661357217,0.0606060606060606,1
"558",0.0795476429252394,0.0101010101010101,1
"559",0.110258935431705,0.0101010101010101,1
"560",0.102402700510756,0.171717171717172,1
"561",0.116326616745656,0.242424242424242,1
"562",0.128269202741977,0.0101010101010101,1
"563",0.112825128924543,0.0808080808080808,1
"564",0.131970735345374,0.0606060606060606,1
"565",0.137217070109257,0.0101010101010101,1
"566",0.109190795198839,0.0808080808080808,1
"567",0.100723535253027,0.0101010101010101,1
"568",0.138359775904011,0.0101010101010101,1
"569",0.119195533349733,0.0202020202020202,1
"570",0.111172618240801,0.181818181818182,1
"571",0.155989626841699,0.0101010101010101,1
